Mass,EM0011_sample,EM0013_sample,EM0015_sample,EM0017_sample,EM0019_sample,EM0061_sample,EM0063_sample,EM0065_sample,EM0067_sample,EM0069_sample,EW0111_sample,EW0113_sample,EW0115_sample,EW0117_sample,EW0119_sample,EW0161_sample,EW0163_sample,EW0165_sample,EW0167_sample,EW0169_sample,C,H,O,N,C13,S,P,Na,Error,El_comp,Class,NeutralMass,Candidates
186.859903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197401.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,187.8671795,0
186.9290899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176106.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,187.9363664,0
186.929493,1659345.8,1667262.4,0,0,0,0,0,0,0,1197453.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,187.9367694,0
186.9729744,0,0,0,0,0,0,0,0,0,0,1124755.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,187.9802508,0
186.9731366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171893.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,187.9804131,0
186.9735931,0,1214151.4,0,0,0,0,0,0,1424792.1,1133399.4,0,1126728.1,3051170,2163111.8,3253941.3,3096692.8,1568080.8,2234431.8,1700088.9,0,0,0,0,0,0,0,0,0,0,,None,187.9808696,0
186.9737124,0,0,0,0,0,0,0,0,0,0,2357139.3,0,0,0,0,0,0,0,0,2208969.3,0,0,0,0,0,0,0,0,0,,None,187.9809889,0
187.024814,0,0,0,0,0,0,0,0,1260835.6,0,0,0,0,0,1264769.3,0,0,0,0,0,7,8,6,0,0,0,0,0,-0.013174812,CHO,Tannin,188.0320905,1
187.0935953,0,0,0,0,0,0,0,0,1125106.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.1008717,1
187.097025,0,0,0,0,1788871.8,0,0,0,0,0,0,0,0,0,0,0,0,2325852,0,0,0,0,0,0,0,0,0,0,0,,None,188.1043015,0
187.0975817,2194562.5,3363040.8,2852185.5,1308454.1,6681544,0,2669025.3,2182748.5,0,4180786,0,1951973.8,0,1983686.4,0,1718290.3,1893485.8,6801500,1792022.9,0,9,16,4,0,0,0,0,0,0.00440828,CHO,Protein,188.1048582,1
187.0976831,0,0,0,0,0,3345807.5,0,0,1409331.8,0,2036147.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.1049596,0
187.1339764,1686284.9,1441640,1309155.3,1293231.5,2224593,1270040.6,0,0,0,1330489.8,0,0,0,0,0,0,0,1692516.5,0,0,10,20,3,0,0,0,0,0,-0.044490614,CHO,Protein,188.1412529,1
187.1439491,0,0,0,0,0,0,0,0,0,0,0,1125808.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.1512255,0
187.3666429,0,0,0,0,1138891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.3739194,0
187.4453013,0,1589798.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.4525778,0
187.8136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211384.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.8208765,0
187.8275719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199419.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.8348484,0
187.846133,0,0,0,0,0,0,0,0,0,0,0,0,1157604.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,188.8534095,0
188.0564282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131440.3,0,0,7,11,5,1,0,0,0,0,0.093978903,CHON,Carb,189.0637047,1
188.0574342,0,0,0,0,0,0,0,0,1126273.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.0647106,0
188.4544857,0,0,0,0,0,0,0,0,1269074.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.4617621,0
188.4568993,0,0,0,0,0,0,0,0,0,0,0,0,1269222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.4641757,0
188.5429292,0,0,4801997,0,0,2895083.3,0,0,0,0,0,1350318.8,0,0,0,0,0,4007319.3,0,0,0,0,0,0,0,0,0,0,0,,None,189.5502057,0
188.5464737,0,0,2344397.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708951.9,0,0,0,0,0,0,0,0,0,0,0,,None,189.5537502,0
188.5465845,0,0,0,0,0,1200684.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.5538609,0
188.5500263,0,0,1365710.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.5573028,0
188.6944484,0,0,1155762.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.7017249,0
188.82818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147500.4,0,0,0,0,0,0,0,0,0,0,0,0,,None,189.8354564,0
188.8333493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126437.8,0,0,0,0,0,0,0,0,0,0,,None,189.8406258,0
188.9356577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203964,0,0,0,0,0,0,0,0,0,0,,None,189.9429341,0
188.9627141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353805.5,0,0,0,0,0,0,0,0,0,,None,189.9699906,0
189.0404709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140093.1,0,0,7,10,6,0,0,0,0,0,-0.048840906,CHO,Tannin,190.0477473,1
189.0768931,0,0,0,1633550.8,1408415.3,2178661,0,1256224.1,0,1164603.9,0,0,0,0,0,0,0,1828612.4,0,0,8,14,5,0,0,0,0,0,-0.242091842,CHO,AminoSugar,190.0841696,1
189.0985899,0,0,0,0,1143908.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.1058663,0
189.1132584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529547.8,0,0,9,18,4,0,0,0,0,0,-0.135695404,CHO,Protein,190.1205349,1
189.1551049,0,0,0,0,0,0,0,0,0,0,0,0,1191027.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.1623814,0
189.3547228,1127918.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.3619992,0
189.3724166,0,0,0,0,0,0,0,0,0,0,0,0,1152926.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.379693,0
189.450669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139188.5,0,0,0,0,0,0,0,0,0,,None,190.4579455,0
189.459433,0,0,0,1134055.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.4667094,0
189.5655538,0,0,0,0,0,0,0,0,0,0,0,0,0,1184634.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.5728302,0
189.6153409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143180.6,0,0,0,0,0,0,0,0,0,0,0,0,,None,190.6226174,0
189.994081,0,0,0,0,0,0,0,0,0,0,0,0,0,1162516.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.0013574,0
190.0326682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142494.3,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.0399447,0
190.1358186,0,0,1195975.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.1430951,0
190.4096637,0,0,0,0,0,0,0,0,0,1200358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.4169402,0
190.4914225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151301.6,0,0,0,0,0,0,0,0,0,,None,191.4986989,0
190.5491059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128227.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.5563823,0
190.5699696,0,0,0,0,0,0,1174228.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.577246,0
190.6862188,0,0,0,0,0,0,1274797.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.6934952,0
190.836117,0,0,0,0,0,1191069.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.8433935,0
190.867994,0,0,0,0,0,0,0,1279756.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.8752705,0
190.8849598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165854.1,0,0,0,0,0,0,0,0,0,0,0,0,,None,191.8922362,0
191.1626619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121697.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.1699383,0
191.3132485,0,0,0,0,0,0,0,0,0,0,0,0,1153729.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.3205249,0
191.5203323,0,0,0,1151530.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.5276087,0
191.6669732,0,0,1150805.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.6742497,0
191.7319759,0,0,0,0,0,0,0,0,0,0,0,0,1192007.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.7392523,0
191.7621914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.7694678,0
191.7957997,0,0,0,0,0,0,0,1140282.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.8030761,0
191.9882806,0,0,0,0,0,0,0,0,0,1126365.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,192.9955571,0
192.007983,0,0,0,0,0,0,0,0,0,0,0,1134995.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.0152594,0
192.1974853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147874.6,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.2047618,0
192.3680875,1137234.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.375364,0
192.4663516,0,0,0,0,0,0,0,0,0,1150818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.473628,0
192.808633,0,0,0,0,0,0,0,0,0,0,1252894.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.8159094,0
192.8257733,0,0,0,0,0,0,0,0,0,0,0,0,0,1216622.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.8330497,0
192.9473057,0,0,0,0,0,0,0,0,0,0,0,1242610.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,193.9545822,0
193.0354109,0,0,0,0,0,1659779,0,0,0,0,0,0,0,0,0,0,0,1330881.6,0,0,6,10,7,0,0,0,0,0,-0.178886929,CHO,Other,194.0426874,1
193.0739176,0,0,0,0,0,0,0,0,0,0,0,0,0,1203481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.0811941,0
193.0999433,0,0,1396663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.1072198,1
193.1043113,0,0,1213751.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.1115878,0
193.113239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166042.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.1205155,0
193.2938354,0,0,0,0,0,0,0,1223358.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.3011118,0
193.3127941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127294.4,0,0,0,0,0,0,0,0,0,0,,None,194.3200706,0
193.5303727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177314.3,0,0,0,0,0,0,0,0,0,0,,None,194.5376491,0
193.5550385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135270.3,0,0,0,0,0,0,0,0,0,0,,None,194.562315,0
193.5950014,0,0,0,1184836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.6022778,0
193.6350391,0,1232054.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.6423155,0
193.728753,0,0,0,0,0,0,0,0,0,0,1157189.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.7360295,0
193.787403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218507.9,0,0,0,0,0,0,0,0,0,0,,None,194.7946795,0
193.9089113,1263784.6,0,0,1592958.5,0,0,0,0,0,0,0,0,0,0,1195219.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.9161878,0
193.9651229,0,0,0,0,0,0,0,0,0,0,0,1144915.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,194.9723993,0
194.0051725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173586.9,0,0,0,0,0,0,0,0,0,0,0,,None,195.0124489,0
194.0559973,0,0,0,0,0,0,0,0,0,0,0,1191137.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.0632737,0
194.5782089,0,0,0,0,0,0,0,0,0,1137906.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.5854854,0
194.7270967,0,0,0,0,1136866.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.7343731,0
194.7338805,0,0,0,0,0,0,0,1303329.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.7411569,0
194.828213,0,0,0,0,1380659.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.8354895,0
194.8893767,0,0,0,0,0,0,0,0,0,0,0,1189596.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.8966531,0
194.9465067,0,0,0,0,0,0,0,0,0,0,0,1634341,0,1146182.4,0,0,1790977.5,0,0,0,0,0,0,0,0,0,0,0,0,,None,195.9537831,0
194.9466071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624630,0,0,0,0,0,0,0,0,0,,None,195.9538836,0
194.9611023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165442,0,0,0,0,0,0,0,0,0,0,,None,195.9683787,0
195.0013588,0,0,0,0,0,0,0,0,0,0,0,0,0,1133454.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.0086353,0
195.0135913,0,0,0,0,0,1128532.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.0208678,0
195.0137942,1189264.6,0,0,0,0,0,0,0,0,0,0,0,1151785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.0210707,0
195.0298032,0,1504278,0,1166087.3,0,0,0,0,0,0,0,0,0,0,0,0,1383564.9,0,0,0,9,8,5,0,0,0,0,0,0.478237895,CHO,Lignin,196.0370796,1
195.0299507,1350803.9,0,1393818.4,0,0,1154518.8,1517418.1,0,0,0,0,0,0,0,0,1141444.1,0,1469922.3,0,0,9,8,5,0,0,0,0,0,-0.274320268,CHO,Lignin,196.0372271,1
195.0510644,0,0,3408158,0,0,1387354.1,1521773.6,0,0,0,0,1441971.9,0,0,0,0,0,2055397.1,0,0,6,12,7,0,0,0,0,0,-0.194233349,CHO,Other,196.0583408,1
195.3216071,0,0,0,0,0,0,0,0,0,1202247.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.3288836,0
195.4143678,0,0,0,0,0,1157395.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.4216442,0
195.4538498,0,0,0,0,0,0,0,0,0,0,0,0,0,1148241.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.4611263,0
195.578151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139023.6,0,0,0,0,0,0,0,0,0,,None,196.5854275,0
195.8536417,0,0,0,0,0,0,0,1146564.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.8609182,0
195.8574794,0,1123308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.8647559,0
195.9751943,0,0,0,0,0,0,0,0,0,0,0,0,0,1136093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.9824708,0
195.9812443,0,0,0,0,0,0,0,0,0,0,0,1129716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.9885208,0
195.9912372,0,0,0,0,0,0,0,0,0,0,1155197.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,196.9985137,0
196.012976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148212.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.0202524,1
196.1901609,0,0,0,0,0,0,0,0,0,0,0,0,0,1146235.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.1974373,0
196.3126811,0,0,0,0,0,0,0,0,0,0,0,1163487.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.3199576,0
196.3339261,0,0,0,0,0,0,0,0,1142140.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.3412026,0
196.3342262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266422.1,0,0,0,0,0,0,0,0,0,,None,197.3415026,0
196.5388752,0,0,0,0,0,0,1140319.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.5461517,0
196.5454128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213457.8,0,0,0,0,0,0,0,0,0,,None,197.5526892,0
196.6855193,0,0,0,0,0,0,0,0,0,1132628.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.6927957,0
196.8991022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213745.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.9063786,0
196.9191201,0,0,0,0,0,0,0,0,0,0,0,0,1311373.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,197.9263966,0
196.9194044,0,1294545.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,3,0,0,0.474241651,CHOS,ConHC,197.9266808,1
197.0091136,1200792.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0.241570859,CHO,ConHC,198.0163901,1
197.0415247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179786.1,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.0488012,0
197.0455152,0,0,0,0,0,1438345.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,0,0,0,0,0,0.160421775,CHO,Lignin,198.0527917,1
197.0568813,0,0,0,0,0,0,0,0,0,0,0,0,1175580.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.0641577,0
197.0627719,0,0,0,1182744.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.0700483,0
197.1170407,0,0,0,0,0,0,0,0,0,0,0,0,0,1166264.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.1243171,0
197.1223856,0,0,0,0,0,0,0,0,0,0,0,0,0,1143865.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.1296621,0
197.1606548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327104.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.1679312,0
197.489517,0,0,0,0,0,0,0,0,0,1185183.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.4967935,0
197.5189523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200930,0,0,0,0,0,0,0,0,0,0,,None,198.5262287,0
197.627292,1318795.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.6345685,0
197.6938726,0,0,0,1254138.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.701149,0
197.7878222,0,0,0,0,0,0,0,0,0,0,0,0,0,1135438.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.7950986,0
197.8543732,0,0,0,0,0,0,0,0,1224725.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.8616496,0
197.8723214,0,0,0,1190805.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.8795978,0
197.9579659,0,0,0,0,0,0,0,0,0,1450953.1,0,0,1432699.9,0,1578331.3,1622568.8,0,0,0,0,4,8,3,0,0,2,1,0,0.018996643,CHOSP,Carb,198.9652423,1
197.9625635,4512072.5,0,2443762.8,0,1993158.8,0,0,0,0,0,0,0,1779836.4,0,0,1514665.1,1782129.9,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.96984,0
197.9626817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013659.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.9699582,0
197.9631869,14795592,5885613,6092019,2036643.6,6277063,1734538.3,0,0,2393120,3074633.5,0,1487275.1,6086524.5,3973988.8,4793052,3154345.3,4485746,1439817.1,3416729.3,3564609.8,0,0,0,0,0,0,0,0,0,,None,198.9704633,0
197.9632992,0,0,0,0,0,0,0,0,0,0,2876639.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,198.9705757,0
198.081084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297512.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.0883604,0
198.0821408,0,0,0,0,1609943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.0894172,0
198.2816486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137428.1,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.288925,0
198.51201,0,0,0,0,0,0,0,0,0,0,0,0,1153715.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.5192864,0
198.5950549,0,0,1158159.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.6023314,0
198.7156458,0,0,0,0,0,0,0,1230962.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.7229222,0
198.7860592,0,0,0,0,0,0,0,0,0,0,0,0,1129741.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.7933357,0
198.8481854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148771,0,0,0,0,0,0,0,0,0,0,,None,199.8554619,0
198.9178684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746902,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.9251448,0
198.9180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299439,0,0,0,0,0,0,0,0,0,,None,199.9252828,0
198.944378,0,0,0,0,0,0,0,0,1209207.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.9516545,0
198.9536771,0,0,0,0,0,0,0,0,0,0,0,0,1470173.4,2172124,0,2174992.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.9609536,0
198.9543146,1583351.8,2612987.8,0,2024502.1,1903690.4,0,0,1176141.9,1234936.5,1312922.9,0,1855130.6,4827613.5,4136412,4075333.3,4525328.5,3318745.8,2181555,2116879.3,3271603,0,0,0,0,0,0,0,0,0,,None,199.9615911,0
198.9544227,0,0,0,0,0,1275150.3,0,0,0,0,4289381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.9616992,0
198.9605987,0,0,0,0,0,1224271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,199.9678752,0
198.9781664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188021.5,0,0,0,0,0,0,0,0,0,0,0,,None,199.9854429,0
199.0195086,1561859,1554560.8,2175627.3,1931071.5,2533970.8,3108374.8,1238410,1457109.4,2541694,1583007.9,0,2269345.8,1704931.5,0,0,1267734.8,1147232.3,0,0,0,0,0,0,0,0,0,0,0,0,,None,200.0267851,1
199.0248703,0,0,0,0,0,1357975.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,0,0,0,-0.293817416,CHO,Tannin,200.0321468,1
199.0975726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643713.9,0,0,10,16,4,0,0,0,0,0,0.049500085,CHO,Protein,200.1048491,1
199.1339284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144261.5,0,0,11,20,3,0,0,0,0,0,0.198133046,CHO,Lipid,200.1412049,1
199.1697229,0,0,0,0,0,0,0,0,0,0,0,0,0,1305588.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,200.1769993,0
199.1703472,1761309,1610508.1,0,0,2076774.1,0,1698398.5,1325542.5,0,1195947.5,0,0,0,2138357,1859419.3,0,0,1422793.3,0,0,12,24,2,0,0,0,0,0,0.031779453,CHO,Lipid,200.1776237,1
199.1760257,0,0,0,0,0,0,0,0,0,0,0,1236466.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,200.1833021,0
199.1913316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223409.4,0,0,0,0,0,0,0,0,0,0,0,0,,None,200.198608,0
199.2717723,0,0,0,0,0,0,0,0,0,1191603.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,200.2790488,0
199.3549549,0,0,0,0,0,0,1154039.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,200.3622313,0
199.357781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254397,0,0,0,0,0,0,0,0,0,0,,None,200.3650575,0
